Tiempo de predicción,Año,Presupuesto de horas,Horas acertadas
1,2024,210,81
1,2024,220,82
1,2024,230,82
1,2024,240,82
1,2024,250,83
1,2024,260,84
1,2024,270,85
1,2024,280,87
1,2024,290,88
1,2024,300,89
1,2024,310,89
1,2024,320,90
1,2024,330,92
1,2024,340,93
1,2024,350,93
1,2024,360,93
1,2024,370,93
1,2024,380,94
1,2024,390,94
1,2024,400,94
168,2025,10,2
168,2025,20,5
168,2025,30,10
168,2025,40,11
168,2025,50,15
168,2025,60,18
168,2025,70,20
168,2025,80,24
168,2025,90,26
168,2025,100,28
168,2025,110,29
168,2025,120,31
168,2025,130,32
168,2025,140,35
168,2025,150,38
168,2025,160,40
168,2025,170,42
168,2025,180,44
168,2025,190,46
168,2025,200,49
168,2025,210,51
168,2025,220,52
168,2025,230,52
168,2025,240,55
168,2025,250,58
168,2025,260,59
168,2025,270,59
168,2025,280,59
168,2025,290,62
168,2025,300,65
168,2025,310,65
168,2025,320,65
168,2025,330,66
168,2025,340,67
168,2025,350,69
168,2025,360,70
168,2025,370,70
168,2025,380,70
168,2025,390,71
168,2025,400,71
24,2025,10,9
24,2025,20,15
24,2025,30,19
24,2025,40,21
24,2025,50,23
24,2025,60,24
24,2025,70,25
24,2025,80,29
24,2025,90,30
24,2025,100,31
24,2025,110,32
24,2025,120,34
24,2025,130,37
24,2025,140,39
24,2025,150,40
24,2025,160,43
24,2025,170,47
24,2025,180,48
24,2025,190,50
24,2025,200,50
24,2025,210,52
24,2025,220,52
24,2025,230,53
24,2025,240,54
24,2025,250,55
24,2025,260,56
24,2025,270,56
24,2025,280,57
24,2025,290,59
24,2025,300,61
24,2025,310,62
24,2025,320,64
24,2025,330,67
24,2025,340,67
24,2025,350,69
24,2025,360,70
24,2025,370,70
24,2025,380,72
24,2025,390,73
24,2025,400,73
6,2025,10,10
6,2025,20,16
6,2025,30,20
6,2025,40,23
6,2025,50,26
6,2025,60,29
6,2025,70,31
6,2025,80,32
6,2025,90,34
6,2025,100,36
6,2025,110,37
6,2025,120,37
6,2025,130,40
6,2025,140,41
6,2025,150,44
6,2025,160,47
6,2025,170,48
6,2025,180,50
6,2025,190,52
6,2025,200,55
6,2025,210,56
6,2025,220,58
6,2025,230,58
6,2025,240,59
6,2025,250,59
6,2025,260,60
6,2025,270,61
6,2025,280,64
6,2025,290,64
6,2025,300,64
6,2025,310,64
6,2025,320,64
6,2025,330,64
6,2025,340,65
6,2025,350,67
6,2025,360,67
6,2025,370,70
6,2025,380,71
6,2025,390,72
6,2025,400,75
3,2025,10,10
3,2025,20,16
3,2025,30,19
3,2025,40,22
3,2025,50,25
3,2025,60,28
3,2025,70,28
3,2025,80,29
3,2025,90,30
3,2025,100,31
3,2025,110,31
3,2025,120,34
3,2025,130,34
3,2025,140,37
3,2025,150,40
3,2025,160,42
3,2025,170,43
3,2025,180,47
3,2025,190,47
3,2025,200,49
3,2025,210,54
3,2025,220,56
3,2025,230,56
3,2025,240,58
3,2025,250,59
3,2025,260,61
3,2025,270,61
3,2025,280,62
3,2025,290,62
3,2025,300,62
3,2025,310,62
3,2025,320,63
3,2025,330,64
3,2025,340,64
3,2025,350,67
3,2025,360,68
3,2025,370,70
3,2025,380,71
3,2025,390,72
3,2025,400,74
2,2025,10,10
2,2025,20,15
2,2025,30,18
2,2025,40,22
2,2025,50,25
2,2025,60,27
2,2025,70,28
2,2025,80,30
2,2025,90,30
2,2025,100,30
2,2025,110,32
2,2025,120,33
2,2025,130,33
2,2025,140,36
2,2025,150,39
2,2025,160,41
2,2025,170,43
2,2025,180,45
2,2025,190,47
2,2025,200,50
2,2025,210,52
2,2025,220,54
2,2025,230,55
2,2025,240,58
2,2025,250,59
2,2025,260,60
2,2025,270,60
2,2025,280,60
2,2025,290,61
2,2025,300,61
2,2025,310,62
2,2025,320,65
2,2025,330,65
2,2025,340,66
2,2025,350,67
2,2025,360,67
2,2025,370,69
2,2025,380,72
2,2025,390,73
2,2025,400,74
1,2025,10,10
1,2025,20,15
1,2025,30,18
1,2025,40,20
1,2025,50,23
1,2025,60,26
1,2025,70,27
1,2025,80,29
1,2025,90,29
1,2025,100,30
1,2025,110,31
1,2025,120,33
1,2025,130,35
1,2025,140,36
1,2025,150,36
1,2025,160,39
1,2025,170,44
1,2025,180,47
1,2025,190,48
1,2025,200,48
1,2025,210,50
1,2025,220,51
1,2025,230,52
1,2025,240,53
1,2025,250,56
1,2025,260,57
1,2025,270,57
1,2025,280,59
1,2025,290,60
1,2025,300,61
1,2025,310,61
1,2025,320,63
1,2025,330,63
1,2025,340,63
1,2025,350,64
1,2025,360,65
1,2025,370,65
1,2025,380,67
1,2025,390,69
1,2025,400,70
